id,location_name,location_url,location_zip,location_address,room_number,location_phone,locations_hours,services,services_contact,eligibility,how_best_to_access,category,search_keywords,organization
406,Volunteers of America-Women's Care Cottage,,zip not provided,address not provided,,818.623.0209,,"Residential and non-residential programs that serve as many as 4,000 people annually. Services include emergency and transitional shelter, job placement services, corrections programs, and addiction counseling for men and women",,,,Health,Substance Abuse,Volunteers of America-Women's Care Cottage
407,People Assisting the Homeless (PATH) -Family Solutions Center (FSC) ,,90004,"340 N Madison Ave Los Angeles, CA",,323.232.9000 ext. 223,,FSC is a program for homeless families that helps expedite the delivery of housing and other support services. The FSC’s main goal is to keep the entire family together by connecting them to services within their own local community. Families are assessed and then placed in a family shelter while supportive services are identified. ,Lizeth Martinez             Lizethm@epath.org,,"Participants are to be referred to PATH Beyond Shelter to schedule screening appointment. Then, they must identify  documents (e.g. ID, birth certificate for children, etc.)                                             Children must be under the age of 5.",Living,Shelters,People Assisting the Homeless (PATH) - Family Solutions Center (FSC)
408,Hope Opportunity Movement,,90008,"4131-35 Palmwood Drive Los Angeles, CA",,323.493.0185,,,,,,Living,Shelters,Hope Opportunity Movement
409,New Image Shelter ,http://newimageshelter.org/,90037,"3804 Broadway Pl, Los Angeles, CA",,323.231.1711,,"Operates seven programs and provides numerous supportive services throughout several facilities that are designed to provide a safe, healthy, and positive living environment for men, women and children. ",,,,Living,Shelters,New Image Shelter
410,A Brighter Future Program,http://www.ymcala.org/hollywood/classes/a-brighter-future,zip not provided,address not provided,,323.762.8736,,A Brighter Future provides homeless single women and mothers a safe place to stay and gives them the tools they need to obtain and maintain permanent housing,Elizabeth Olguin 323.762.8736,,,Living,Shelters,A Brighter Future Program
411,Elizabeth House ,http://www.elizabethhouse.net/,91109,"Pasadena, CA",,626.577.4434,,,,"May or may not have children, Homeless or lacking family support, Victims of domestic violence or sexual abuse,Emancipated foster youth, Crisis pregnancy, Low income                                          Ages 18 and older                          Clients stay 4-6 months after their babies are born.",,Living,Shelters,Elizabeth House
412,Gwen Bolden Manor ,http://low-income-housing.credio.com/l/2533/Gwen-Bolden-Manor,90011,"1302 E 41st St Los Angeles, CA",,,,,Anthony Thomas                            323.231.8600,"Ages 18-25; To qualify for housing, your family's combined income should fall below the 60% Income Limit figure.",,Living,Shelters,Gwen Bolden Manor
413,Gwen Bolden Manor,http://low-income-housing.credio.com/l/2533/Gwen-Bolden-Manor,90011,"1302 E 41st St Los Angeles, CA",,,,,Anthony Thomas                             323.231.8600,Ages 18-25,,Living,Shelters,Gwen Bolden Manor
414,Project Fresh Start,http://pwils67.wix.com/pfs_beta#!,90003,"8720 S Figueroa St. Los Angeles, CA",,,,Low income transitional housing for homeless single women and their children.,,Women and Children ,,Living,Transitional Housing,Project Fresh Start
415,Covenant House California,http://covenanthousecalifornia.org/los-angeles-pg.php,90027,"1325 N. Western Avenue Hollywood, CA",,323.461.3131,,"Our residential program is a three-level system that begins with immediate care and eventually leads to self-sufficient independent living. Level 1: Crisis Shelter (immediate needs) With 64 beds in Los Angeles and 18 beds in the Bay Area, the focus of the crisis shelters is on providing immediate needs such as a safe environment, a warm bed, food and clothing. This allows a youth the chance to work with a case manager in creating a case plan that will help move them toward independent living. Level 2: Rights of Passage (transitional living program) In our transitional living program, a youth takes the initial steps in living independently. To qualify for the program, a youth must be in school or working full-time. If working, they are required to put a portion of their wages into savings. In addition, the transitional living program offers classes for basic life skills such as cooking, banking, money management, health issues and communication. Our Los Angeles campus has 24 beds for this program and the Bay Area has twelve. Level 3: Supportive Apartments Program (moving toward independent living Covenant House California has five off-site apartments that house ten youth who are in the final steps of living independently. The youth pay a portion of the rent and bills while still having the “safety net” of CHC. If needed, they are given guidance and support from our staff. (Currently only available in Los Angeles).",,Ages 18-21,,Living,Shelters|Transitional Housing|Food,Covenant House California
416,Independent Living Program- West Adams,http://www.thesoh.org/,90043,"PO Box 431038 Los Angeles, CA",,323.786.2413,"Monday, and Wednesday, Thursday: 10 am -5 pmFriday: 10 am – 2 pm","Hope Refuge West Adams is a shared independent living program for TAY females, ages 18-25, in the Crenshaw/West Adams area.  Young women can reside up to 2 years, have their own key to a shared furnished room, and contribute 30% to a rent savings program. On-site amenities include: Life Coach; Life Skills; Education Support Services; Resource Room; Wi-Fi; Cable TV; Laundry; Utilities; On-site live-in attendance; Resource Coordinator.",Ramona Holland 323.786.2413 ramona.holland@thesoh.org,"For eligibility requirements, check out the following link: http://www.thesoh.org/wp-content/uploads/2014/10/Program-Eligibility-Revised-12052013.pdf",Schedule an appointment for an assessment.  Assessments are done on Wednesday and Thursdays between the hours of 11 am and 3:30 pm. The following will be needed at appointment: Valid Identification; Social Security Card; TB test if it is more than 6 months old; Homeless Verification; Proof of School EnrollmentProof of Income; Ward of Court Documentation*,Living,Transitional Housing,Sanctuary of Hope
417,Independent Living Program – Hope Place,http://www.thesoh.org/,90043,"PO Box 431038 Los Angeles, CA",,323.786.2413,"Monday, and Wednesday, Thursday: 10 am -5 pmFriday: 10 am – 2 pm","SOH has a new 8 bed  scattered-site independent living program in the Crenshaw/Slauson area.  Six beds is for former foster and probation youth, ages 18-21.  Young adults can reside in a shared unit- private bedroom, up to age 21; and two beds for youth.",,"For eligibility requirements, check out the following link: http://www.thesoh.org/programs/homeless-young-adult-services/independent-living-program/","For an appointment, interview, or more details, contact SOH at 323-786-2413 or info@thesoh.org.",Living,Transitional Housing,Sanctuary of Hope
418,H.O.M.E.,,90008,"4131-35 Palmwood Dr. Los Angeles, CA",,,,,Mary Johnson 323.493.0185,Ages 16-24,,Living,Shelters,"Hope, Opportunity, Motivation, and Education (H.O.M.E.)"
419,Renaissance Unlimited Homes,,90016,2718 Redondo Blvd.,,909.262.8015,,Transitional Housing and supportive programs to youth for the development of self sufficiency and prevention of homelessness.,Chris Onyegbaduo                           (909) 262-8015,"Ages 18-14, youth must have aged out",,Living,Shelters,Renaissance Unlimited Homes
420,People Assisting the Homeless (PATH) - Family Solutions Center (FSC) ,,90004,"340 N Madison Ave Los Angeles, CA",,,,FSC is a program for homeless families that helps expedite the delivery of housing and other support services. The FSC’s main goal is to keep the entire family together by connecting them to services within their own local community. Families are assessed and then placed in a family shelter while supportive services are identified. ,Lizeth Martinez 323-232-9000 ext. 223 Lizethm@epath.org,"Family must be homeless as defined by HUD, family must consist of one ortwo adults with legal custody (either full or partial) of one or more childrenunder the age of 18.  Pregnant motherswith no children in their custody can be referred to the program if they are intheir third trimester, Must meet income limits.","Participants are to be referred to PATH Beyond Shelter to schedule screening appointment. Identifying documents (e.g. ID, birth certificate for children, etc.)",Expecting and Parenting,Family Housing,People Assisting the Homeless (PATH) - Family Solutions Center (FSC)
421,People Assisting the Homeless (PATH) - Family Solutions Center (FSC),,90004,"340 N Madison Ave Los Angeles, CA",,,,"Provides Permanent Supportive Housing for Families. Possible assistance includes: Move-in, rental, rental arrears, case management and housing location. Services offered in English and Spanish.",Lizeth Martinez 323-232-9000 ext. 223 Lizethm@epath.org,,,Living,Permanent Housing|Shelters,People Assisting the Homeless (PATH) - First 5 Program
422,People Assisting the Homeless (PATH) - Family Solutions Center (FSC),,90004,"340 N Madison Ave Los Angeles, CA",,323.232.9000 ext. 223,,FSC is a program for homeless families that helps expedite the delivery of housing and other support services. The FSC’s main goal is to keep the entire family together by connecting them to services within their own local community. Families are assessed and then placed in a family shelter while supportive services are identified. ,Lizeth Martinez             Lizethm@epath.org,,"Participants are to be referred to PATH Beyond Shelter to schedule screening appointment. Then, they must identify  documents (e.g. ID, birth certificate for children, etc.)                                             Children must be under the age of 5.",Living,Shelters,People Assisting the Homeless (PATH) - Family Solutions Center (FSC)
423,First Steps for Youth ,http://www.firststepsforyouth.org/,90036,"836 S. Sycamore Avenue Los Angeles, CA",,323.936.3854,,"First Steps for Youth is a supervised transitional housing placement program (THPP) for pre-emancipated foster youth ages 16 to 18 who are working to obtain a high school diploma, GED or vocational certificate. We provide youth with independent living skills training and the opportunity to utilize these skills through practical application.  Youth are placed in apartments, typically with roommates, and are afforded the greatest amount of freedom DCFS allows. Participants are able to work on completing their high school diploma or its equivalent, while living independently.  Cooking, budgeting, grocery shopping, and apartment upkeep are among the many independent livings skills that participants learn.  Participants are also able to learn valuable social skills while living in safe communities.  Getting along with neighbors and participating in the community is the norm at First Steps for Youth.  Participants learn how to handle real life situations  and navigate their way through life successfully!",,Ages 16-18 and in high school.,"Partner with your CSW to fill out the application, here: http://ilponline.org/documents/attachment1THPPApplication.pdf",Living,Transitional Housing,First Steps for Youth
